protein	035_Austin_F0hPC1_a_Slot1-86_1_2725	035_Austin_F0hPC2_a_Slot1-03_1_2726	035_Austin_F0hPC3_a_Slot1-15_1_2727	035_Austin_F0hPP1_a_Slot1-50_1_2722	035_Austin_F0hPP2_a_Slot1-62_1_2723	035_Austin_F0hPP3_a_Slot1-74_1_2724	035_Austin_F24hPC1_a_Slot1-63_1_2731	035_Austin_F24hPC2_a_Slot1-75_1_2732	035_Austin_F24hPC3_a_Slot1-87_1_2733	035_Austin_F24hPP3_a_Slot1-27_1_2728	035_Austin_F24hPP4_a_Slot1-39_1_2729	035_Austin_F24hPP5_a_Slot1-51_1_2730	035_Austin_M0hPC1_a_Slot1-37_1_2711	035_Austin_M0hPC1_b_Slot1-37_1_2752	035_Austin_M0hPC3_a_Slot1-49_1_2712	035_Austin_M0hPC3_b_Slot1-49_1_2753	035_Austin_M0hPC4_a_Slot1-61_1_2713	035_Austin_M0hPC4_b_Slot1-61_1_2754	035_Austin_M0hPP1_a_Slot1-01_1_2708	035_Austin_M0hPP1_b_Slot1-01_1_2749	035_Austin_M0hPP2_a_Slot1-13_1_2709	035_Austin_M0hPP2_b_Slot1-13_1_2750	035_Austin_M0hPP3_a_Slot1-25_1_2710	035_Austin_M0hPP3_b_Slot1-25_1_2751	035_Austin_M24hPC3_a_Slot1-14_1_2718	035_Austin_M24hPC4_a_Slot1-26_1_2719	035_Austin_M24hPC5_a_Slot1-38_1_2721	035_Austin_M24hPP1_a_Slot1-73_1_2715	035_Austin_M24hPP3_a_Slot1-85_1_2716	035_Austin_M24hPP5_a_Slot1-02_1_2717
Q5SWW4	0.0	5117.344166146831	4755.68081185919	0.0	3404.0552681704494	0.0	0.0	4435.130436363126	4381.754982087293	5916.663311855431	3979.4835064191875	6896.752617382405	3132.605301208613	2969.2502777851764	0.0	3937.091016313976	0.0	0.0	3381.3539267092547	3597.4126587214832	4842.609238345756	4676.763724601562	0.0	3989.4028976619597	0.0	3946.1012194958435	3690.039707923259	3680.516186436531	5077.771485041608	5125.29721863454
Q5SX19	4535.697994799093	0.0	4804.73438232255	5854.412430684071	4221.302842943487	5027.522401415903	3760.0379112421365	2921.0215087030983	0.0	0.0	3038.887721148979	5150.349276790694	3852.997191479173	6330.324158026309	0.0	3779.8662269261013	0.0	0.0	3676.769897500448	0.0	0.0	0.0	4190.268889588785	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q5SX79	17082.53255270337	16504.400616711886	16610.00268104188	20132.331356158647	12726.202255127682	20588.7410368282	18513.67318244682	17315.169728167166	14592.662221962557	14315.065649944345	16426.993805454313	11712.596586865582	22767.62427327031	15644.540340878653	19901.40495255091	18733.409767209494	20015.569283828117	24477.702321659348	13275.512742689472	16834.09551207318	15073.687296011	15991.060666277945	13385.394706031611	13327.93968767919	9214.079379422468	9559.504601025708	9795.806836829986	0.0	14059.626303242268	16792.430906409903
Q5SXA9	8424.247349748843	5035.855058022331	4625.570175606082	10818.364203169356	0.0	8611.099177677967	4980.147774542743	10675.764648265626	7598.680707592	8804.910565814334	6716.266568608413	6354.42889011766	5634.81680791538	7182.263363363044	10445.165172198745	8932.798799185182	0.0	0.0	8029.496204668163	6353.174680017152	7728.2503805957795	6542.2554353696105	9626.86267987609	0.0	5222.472982117233	9519.300939057797	5772.551503894359	8306.980520886897	6257.824149197707	7805.333800945053
Q5SYD0	155700.81033531902	158744.7361248249	167781.8175108294	139922.79252315522	149513.2123753874	134440.85541609125	146536.64872064762	161506.31850428102	153415.72341738173	141044.41604243263	143749.8116078614	129506.39103172177	147537.49959909875	140802.75730960327	137265.12698905403	124027.3398028883	88703.74810808394	107416.82384324545	93976.71636244432	104005.02695154771	91674.3616700259	108065.29165802781	104886.88013409523	90306.96196251878	161634.44332629498	110032.81765812173	153365.57449534617	119008.84232137304	132203.53792418053	137329.376690231
Q5SYH2	0.0	0.0	0.0	1830.1666497422593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5756.079778780989	7121.876579899299	0.0	6093.888545853766	8379.092973563653	0.0	0.0	0.0	4037.3783343323903	3445.5012707814526	4410.784548198328	2962.4854589078564	2480.7412576651595	4541.308510197122	0.0	0.0	0.0
Q5SYL3	0.0	5170.200042259532	4888.742739898894	0.0	3991.172613418044	6794.869887810434	6149.184495999786	6065.089980154703	0.0	3968.1457044956082	0.0	0.0	0.0	5554.135413521516	3521.137280312607	2239.601230023344	2254.42421782648	0.0	0.0	1779.3365536308809	0.0	3989.411737866914	4172.794363584235	0.0	4491.660960204742	3132.594642747981	3100.20796718064	5610.472717876996	5671.227804863948	4604.628084929437
Q5SZA1	19215.17295091387	10270.555622333235	11242.628767767163	12220.917017893136	21223.43518870941	14562.942495799296	5476.058342695017	10046.819234835724	14415.991600732723	9890.968397572326	12425.782339432477	13971.614861605005	22631.943575130965	26944.01775232341	12775.528462572414	14761.230972904772	10931.238133020386	11887.476987684746	15907.038646862684	18386.71553279611	20338.998231301983	15654.301775025444	25647.690902932485	23907.731062996918	14685.754827472383	16373.064019269303	20062.062207984247	22195.67863767243	36921.39346526963	29129.726439640006
Q5SZT7;Q9D0F4	2682.04813526771	2693.418510449639	4689.9746852017215	0.0	2007.9840841925406	2391.516230963098	0.0	3013.144026912745	3178.6939040964744	3093.9364552960437	0.0	3410.8184555994285	2528.3454698823475	2268.067081341764	2082.026645341465	0.0	0.0	3973.406924408415	3173.479999999999	2631.6148868586015	0.0	2487.6970322585985	2667.1021772693184	2012.0252032413746	2589.4164499347785	1594.494308708708	2894.678435284706	1728.1042460584772	0.0	2290.348854326093
Q5U3K5	18014.427360876438	10998.186473431662	11653.10468174686	13723.703854678719	12526.430752067634	9348.087928806515	15293.213502432945	9657.337595798219	9688.621325836797	11198.421843545473	13972.074997939628	12587.965455969797	9067.87577959073	8438.447334485163	7780.573860095269	9032.028007325202	11509.80189304683	8883.459264615378	12116.822173365754	15642.464753408374	7605.841969131712	11056.250358192305	11841.098569746024	9605.98143852627	8671.297504306718	8220.585635250192	9196.019617980974	14672.31355799396	10189.273193140643	11073.867131816105
Q5U405	127802.04452760247	119316.85780417088	61240.94866478036	65692.2835173194	91224.41346242082	135948.63568226146	67748.70527070972	75911.65205587252	139539.71342386788	133315.5213761893	123927.60945481625	156502.68072170598	81823.64015674719	0.0	50570.45104636029	46645.14215816375	35523.74802172281	37097.391291733205	81342.00000000001	54129.307054074176	53830.58146716072	69111.23095234403	61079.80251053758	0.0	63301.060592635105	40908.44624426473	59748.679189127986	31477.638337998513	90359.73521146011	0.0
Q5U419	21993.264244942442	11408.052606947638	9268.128133415048	15359.298445864544	15603.738848176694	10644.91122048572	7796.368210161274	8859.0166886411	11054.283967554478	12626.412468098617	10216.0501832499	7781.371941201012	24057.170372658005	20398.973938395597	18049.605912406194	15935.641810286512	14335.364516733222	11512.7460659726	16418.69811428007	11344.477997744249	11435.88792410196	11664.8063707469	20179.740605074534	16025.440014045975	11569.111589286566	12272.146709748073	20141.685907955714	17739.13966145883	17292.93138254286	13143.168640007494
Q5U430	57954.09005212446	73851.9982555106	80981.21481831721	50333.238613750655	74867.98466181639	74264.48991048514	82736.37890820409	73446.53922003425	73799.36562912908	70071.92771190648	68729.36145022477	62074.24703558393	46733.17001305227	49288.371708075145	59950.91756285128	72723.58857784064	88511.50055798177	102723.48251226557	76845.54852246786	75813.88056702276	61019.11355458565	65153.916646737	57922.65757346739	57178.89122066768	72207.89954189358	57438.46940616708	63948.926083810395	64982.007362064745	45778.4309385737	60576.84507580012
Q5U431	5990.411318196357	0.0	1480.454365818518	5397.733993469378	2318.680699844103	0.0	0.0	0.0	0.0	3167.634613128211	0.0	0.0	1756.1134819564545	1712.3556196426607	6498.201366806694	0.0	7106.045548076715	5680.696966148584	0.0	4577.695756428373	1762.871951017175	0.0	0.0	0.0	0.0	0.0	1810.2933344482594	6045.720061514611	4184.493220504046	7901.1163711712925
Q5U458	967101.4578643959	1073706.5706585627	1201717.2748544463	1057188.6622937515	1112564.6885817728	1134057.1971010566	1165489.0020443718	1140775.6210068932	1110809.083849821	1083355.3060503188	1206802.6985225875	1235292.0913689178	1008344.0150032962	1077039.884357999	710323.6582599814	636153.7864319546	624888.9451025584	671952.5333721698	937900.9609912898	907356.8192252561	891762.9067943824	957839.5433109695	869173.1497430251	972565.5738202465	1049914.5099850895	934964.2202644483	1074101.5872948358	925136.0779177762	1132696.213265327	1051858.1789036163
Q5U4C3	3524.1917333159176	4595.971610511471	4092.784224179914	3864.7602115865116	0.0	4077.3345993208186	4385.80538536636	2029.8797362286823	2924.313941173356	7654.340191908555	4876.51811200475	4524.065363393812	0.0	0.0	0.0	0.0	3390.9508845902874	0.0	2086.8350143601947	2920.9633346805226	2651.046145850627	5860.245416046766	2004.446213923465	0.0	2344.91065476722	0.0	2738.521438332067	0.0	1819.3473050597825	3242.0113191921505
Q5U4D9	32546.813477898144	29319.863005769257	35531.05908505966	27461.71690917558	23992.76458142227	27531.23396738804	25642.74857687109	27921.913461704225	22744.28110916172	28716.047001839997	26987.974958748124	22623.680099384757	33883.55486356676	27947.693122808316	18737.022630542317	24370.632121540606	24353.25286506889	22723.967190571217	31473.180378246212	23568.21291535055	24633.307430192024	22039.317060680118	30063.368118142083	20991.676722039905	25628.15450113784	26423.44994523676	22768.117059210315	28767.765597254467	29509.965327191723	26355.222410758222
Q5U4E2	9459.446264593193	0.0	0.0	9157.506933536342	9563.029664840113	8907.485881220735	8428.286523950761	3604.6662749356838	8704.361500674439	5154.23336487501	5130.784365524093	0.0	6332.009129340608	6130.938994835923	9152.595146989981	9209.799437648211	8848.549059814559	0.0	10449.938406740897	10363.858832791375	8891.71634072137	0.0	0.0	8485.959835170166	5295.1810234964405	6714.749374245979	5701.177272293983	8061.279837413995	8596.09131946529	8196.512986018037
Q5U5M8	17824.387419839866	13394.940936978237	16185.398509036828	26278.222506350277	10299.306799569418	16362.4145246307	0.0	13914.257208244415	11577.990792991477	10206.692695189102	9093.29987907457	14682.043267273284	11612.508532221278	12778.855886696558	26941.74312315591	18243.102763722527	23786.70088383915	25339.545555509365	15605.851253253011	12899.803378256534	13168.485774501982	15096.414114916895	14198.264962434287	15268.926372821496	10850.973780964283	15038.390442890066	10012.618376661738	0.0	14321.052924291951	17173.57348314715
Q5U5Q9	6188.718751315199	0.0	5007.42382312514	0.0	0.0	0.0	0.0	7253.605867699393	6524.890865256812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5144.896542820461	7073.400771667405	7278.584227866177	9437.347535309658	4454.436062704395	0.0	7964.588529905634	8108.040979498103	3870.748911061049	5517.6413791551995	0.0	0.0
Q5U5V2	247847.47342608092	273533.5954300377	313435.0268002581	221674.455440847	308968.5101989981	280943.3157628565	515857.1073451358	445650.8667400081	361773.4321563682	281743.4838419265	383668.6663273048	285527.5064725116	206600.8214969543	199777.2224231791	265935.3249257265	255734.12337375592	373719.9817200358	354681.1551177447	450772.5518211819	383680.2899620507	343230.7053417938	353308.7485228396	265849.4776422017	310653.15079155675	329168.99913159915	294924.2274434393	358634.3870123578	378317.8502634879	306911.9626283726	238962.90568542245
Q5U680	0.0	0.0	0.0	0.0	0.0	12983.88141891665	10544.614463193166	16417.064043140865	6616.744700290847	12365.554275877597	14863.532994460018	16152.237858439912	0.0	17524.356532658087	7870.035386540274	0.0	0.0	11419.911035786956	15543.206148300276	9670.428118833885	0.0	15884.289291311423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q5XG71	25127.77095196833	25883.475616519874	19221.825225531305	21310.570149683586	25635.683397865723	21857.057678216857	35523.53759772795	26756.98286459011	41162.70706434327	19123.644411577458	32226.892002279692	37908.113073758184	22514.68230002081	39888.68233510775	32324.62431500494	0.0	29466.796597367775	26119.354257468683	0.0	23139.55430130973	20845.059101951305	25442.688660041917	24459.562835033827	22700.273177675845	33228.55462884023	21427.507425520307	29547.711941305177	40039.15472807707	32438.200098562025	46604.63407687171
Q5XG73	1139001.1231888877	854353.7315800989	1058907.2572615696	820333.2646483451	716891.8466470637	709653.3656547237	702895.2226005566	687423.5176172093	666781.3271931792	763813.9131477228	601675.75606442	575227.2509501936	1037976.3103464782	1079985.4741791934	1224690.5000615295	1086496.2007132124	976654.0323131441	923661.073760791	763846.0185454546	699608.4710432426	759261.2650580461	751285.5219603587	884077.3717564449	845225.8819628927	990382.0641169847	846846.4247585422	838404.8098784166	871683.1026966581	838959.6025163832	804671.3285659115
Q5XJE5	14639.085535150396	13251.850788196962	11461.299178513284	13231.470074366036	6571.356916182072	14289.604957509226	10560.040318084988	14039.078076557347	14034.373226387901	14147.441165696153	15941.62010818614	7534.850637275329	8727.34217944116	8674.121605734168	14428.195460313773	26557.35009733432	11156.1679895245	6565.979468115427	0.0	9433.040699281551	10927.744722502524	10026.180539065104	11388.645588027812	10656.298035674383	7204.739845361087	8969.553242019749	9974.410480038889	11070.744992875152	15277.303996535657	15122.385817816428
Q5XJY4	68683.58990155028	101392.93548761996	115412.13355983907	49240.71217598811	110599.34340073135	118324.99298256997	97906.04711784195	98460.45144476947	96129.6768247926	99209.0104126063	87879.45741581064	92314.86827160406	154539.1611962909	98087.70152765696	68121.75553772842	63909.60626295424	48624.69609804146	49319.289415642146	78550.85145454072	84786.6205602255	99392.77867774309	97726.38877968049	66932.68268821217	91911.06921880523	99190.26975468334	76566.03987174608	96232.1696062346	68425.26678749903	107149.81760505332	85646.11759759673
Q5XJY5	932895.8376921944	1098910.3131933562	1252709.804331653	1321626.7687247095	1144912.6902473592	1131578.3317698075	1238877.1403663144	1218040.7829998042	1254214.2048136364	1251842.4374706221	1457488.8039218958	1454959.3468354112	837694.99249076	790395.7566373686	1072664.7322933476	1049637.5089196365	1483917.1222818247	1377460.969647501	1382478.8412931033	1432358.1534923278	1139848.738879175	1221235.991934511	1167491.6153082717	1217413.3723383956	953408.2132301069	1096714.7834208196	1119327.258197079	1477699.2867500873	1256218.9857399387	1344503.99437394
Q5XKN4	18160.115294198335	17369.683479690728	39652.98260527649	16338.166830063437	20610.518409604745	20934.32998690748	25458.86040179557	22274.10519111285	27290.133986132496	15972.035737943475	20461.612180671615	20140.026395089386	68073.42437182089	59787.60234872728	76764.1566266799	88261.76523347826	52827.58899527272	52751.95608627376	12386.974694940951	15302.002845500969	35086.45457691814	32628.46293929723	26071.89131289458	27944.716292526602	27361.757329391072	39906.78176213812	47222.47604497145	17527.14706474212	20093.152463563612	15049.846606983583
Q5XPI3	5654.837356529402	4565.94423413902	4577.782578209322	7114.312859789774	7812.96243489554	6963.858115745473	4354.654223509611	0.0	4324.976032634393	6690.610921051741	7254.817610202743	2736.971587991203	4662.736515990959	0.0	8264.122660367906	5868.958098746459	7426.65412333355	6177.230192294996	8231.139151495216	7699.822157647454	5106.905612072842	5191.457013527577	7231.29845158936	3923.2743041834624	4394.575073259966	7999.025243742706	7084.183504914709	6876.661376514626	8006.863487840953	5527.530903308796
Q5Y5T1	0.0	6608.690681207253	6459.6875321305615	0.0	0.0	0.0	6946.2078072300055	5416.157541814598	3665.1186316635135	0.0	0.0	0.0	6687.768353063727	6721.815960102118	4601.6062563990745	6534.868405529719	0.0	0.0	0.0	0.0	5223.043267429302	0.0	0.0	0.0	6366.563009549773	6704.30664603101	0.0	4735.668012704576	0.0	0.0
Q5YD48	1211013.152567782	1174702.1004004334	1229009.536803877	819900.409711411	940897.5967123336	804718.9381767672	1161430.6965774028	1107940.8933203563	1133975.1937797265	1043204.4694032979	1058854.3377574673	955743.1701959256	1486163.0432735719	1401539.5112222752	1861477.3695285758	1413069.9594124495	1456360.838990295	1348384.6746488882	960248.6377479945	901308.6451253967	1145428.3701570407	1103329.0254946728	1248775.6729983462	1124067.8519137774	1090447.2518402226	1208078.1548275123	1256765.8689246953	1209122.9603078766	1028322.874916923	1158801.6484410658
Q60520	14901.898640986337	12186.842776318132	13118.366620524042	11384.243330689573	7951.791457607556	12245.867395881314	14805.395944353439	7713.217607126393	13638.551721489444	8896.623321404259	11295.413585580553	13819.963502645822	9934.996761596032	13132.916699701984	8719.709228273952	8215.722540849429	8742.61025915714	10622.633229019222	9542.754829880827	9871.871814385942	10845.05213363949	12318.363937241675	9224.025827301017	7746.724510170792	8939.879299094551	11485.942372849338	12752.66990079743	8602.95541855975	8925.549961561048	8026.900937066964
Q60575	114143.16136782168	98240.12502802946	106950.25002472194	104661.70116474965	96522.74475466489	109832.5225577137	165327.04883614066	139384.4102464057	121738.54875995175	93567.30582816884	114724.30971184997	107176.97491185309	80987.15594698013	79264.73645538857	89806.84099995195	100090.38277988638	96028.02043993871	103267.76924388792	100505.4714909365	100445.32538947805	86429.54331270285	97771.00587025279	96566.09368704568	83574.42995248792	116252.62708627841	102075.59049381447	85778.5927225166	103430.9732117359	107663.31451460613	83647.49002442199
Q60590	63007.4078261401	54803.41998750068	85925.72791776464	237754.50664899434	75006.14968186434	74224.82380938673	62178.18098952126	60854.4040873586	102367.58999038834	79173.88778843802	84332.84817115816	104148.99183976055	79161.62151260138	81527.72488244227	188433.59570591064	123953.02657292107	226218.8281496724	133017.22447699955	47939.29530740798	48024.982035444555	62761.71547848128	67129.76873197283	89902.6210170939	76682.23055715034	46615.54932707858	72491.00428177982	48768.85741124527	56195.14876111733	82800.57716414459	52329.20329408722
Q60596	24681.85014247636	23145.271453442892	22505.648143726918	18904.06269904475	21257.39660872195	24132.047076102135	22158.379195648322	22048.521029935655	29783.15364955946	27817.619511114928	22567.62257426011	27584.94176378185	19581.91843252903	22103.73158537109	28629.142427676965	29400.217617180228	28055.94987124379	32015.694212390044	20672.063263588585	23926.628223296542	21005.89997515803	20846.41237791343	17260.99423156566	20398.371138915252	20946.95179364941	21165.89273309553	22589.114380486582	25672.414150806817	21456.46729850138	26129.502591981465
Q60597	4457741.964866738	4445555.1185830645	4370800.564028317	5955574.42346086	5989415.434973672	6719354.491684165	3767265.337732797	3584640.0422845245	4051689.0319082444	6926034.36272976	6270053.146891079	6341134.619334751	3576433.408490222	3810952.980689539	3241352.9475396615	3110998.1472433214	3214401.1920590773	2968447.293579519	4920189.563978523	5247810.157165117	4673245.548313773	4751352.730912626	4302611.274399701	4457651.76009169	4082566.548835013	3458286.097438813	4045627.29702345	5163961.235162714	5516088.02482101	5845392.414971291
Q60598	980099.0671445875	934590.726998775	943412.539493066	943797.3189034674	811200.9498317776	854829.724722992	1112137.64155112	1003905.7363624218	922618.6094570914	1013867.1855528764	951671.2543335765	1036827.2700144534	568943.1093644773	615349.7934914504	836694.6746990475	749653.4980351726	978628.9929247363	1029214.3067838588	809237.9380050378	916711.8261242581	786925.3223507041	941496.4712535639	711030.3669740721	773940.214365937	745897.2775662272	703449.3794257562	690944.1958489838	722535.5734668256	661142.77744649	811753.8261583416
Q60605	1056030.2977643097	671566.7103732623	730805.9318359541	1228446.3684696637	1017416.375961718	877986.3364166126	630710.3179655465	773496.4728530329	784305.500641282	1180134.7742834843	843337.2192928278	1152219.873300693	946386.7138787891	947527.3301374664	1835732.103569307	1645918.1675238817	1281252.593402949	1262439.4914792979	1077743.2499775796	1049728.4966495747	1224167.5846983502	1162019.6737290374	1541672.2567382902	1069954.4378068275	929752.8009713126	1055844.010075427	878318.1270667436	1115959.8196503809	1173499.6401240593	1250479.9536373932
Q60631	313786.61932385963	259161.3600758421	234071.46867213375	270238.22592485737	193039.12519414106	241870.3364766496	215254.25600967233	341520.6747013121	219132.1988250159	238240.65824836318	347902.8831516401	142776.68737515854	297252.15141662734	307158.39530314016	502370.5426829831	263933.6724247323	294913.5959795792	315385.4232363567	281109.95649125834	274751.95870059956	300773.5191324777	247465.13456297593	309318.1023218239	286733.509400719	258397.77602786358	342560.8163428664	344640.25716639886	215015.3166666926	200868.6079260501	224833.80482345668
Q60634	291294.61724963057	336117.4336287854	355658.9900195814	369295.9374693127	173647.4151833422	181433.4706234506	304239.19772140303	323497.7862989196	299406.74171907676	191844.86726650211	195685.42845249278	224886.22449155338	260600.16213798666	267031.42281336384	278612.7157604778	269528.67112147267	312000.96200720686	340856.98860555876	130178.12037332667	139203.77977161715	175966.8463544757	186288.3855283424	149360.7245845155	172844.3672881824	206873.5616102386	240581.2068611357	212026.30973678987	187755.1736599093	176415.87864882938	211116.58593779543
Q60641	0.0	5375.549280803143	8077.429776358086	0.0	6626.912591775034	5094.753537882756	0.0	4873.7304658250805	6562.555613715413	5302.668986593046	5234.129497057991	4554.959726803351	8488.798129357367	7533.767552693871	6416.329137760259	5942.183351406707	6410.522563931396	8100.780096230557	3934.372226001019	5809.709776414659	6529.786031319822	6803.087845816813	6952.395380105094	6949.10029334978	5026.370525206203	0.0	0.0	5090.453092743865	6508.390437136468	4317.344606418945
Q60648	36397.6877477823	39897.382014058625	30895.14552980397	66634.44330147287	41740.10269227592	52722.82523076188	49204.763299246464	49465.09185045817	39836.17490315965	59115.51403523498	54542.2621459316	68379.24931026033	23393.84317800736	24351.60416582487	26908.77935310096	38967.16857716738	19482.31958795953	22000.734459480802	39583.21493306968	39992.87222689427	60720.09179457021	46515.48815415889	41552.20285966104	39152.037388566205	41747.9859172538	34033.96148050007	33388.57956725579	59209.976076774525	44212.597928666786	49581.556584914484
Q60649	212633.3212036735	205623.47884745573	239537.6330394862	173327.71277549103	222801.37719870024	199126.02116752713	221245.5023814103	211773.276412813	219957.81325247645	200352.25266523735	181213.0300737622	185384.10699403312	227101.78834788947	215521.94529116593	219917.56168651144	197264.50650226942	181896.77676360446	166271.87942702716	199670.54534097857	186677.4900663712	205657.87492016464	195655.58797720427	178492.4651690673	198164.314618494	238116.68068700383	260613.15218611437	248068.94704531282	173335.3873482851	202950.01314562414	183732.3059679943
Q60668	1588783.0027990502	1397451.0005247123	1366426.3467334178	1510062.7222555217	1189629.760859635	1438602.0636932042	1129937.1812466725	1112167.24701809	1317906.9011181942	1357262.4789588235	1110437.7839734766	1345192.3548379191	923885.7200761269	911402.6749227043	921614.5547205943	886003.9794400721	1118921.589166003	888429.2642193622	930136.4841068931	1031079.6699742561	967272.116156559	1000514.8407190081	899491.7737863343	873272.0963428991	1068085.7558920435	1023857.7879561421	1038955.8387889522	1093133.5725843573	913338.6485219811	1353981.5893894043
Q60676	140533.04181756452	127697.92314344978	153619.58033657295	156100.20776618435	154787.64409751233	128980.61425986156	187823.7328237168	177569.4106858063	149623.37199637122	137595.88615150182	159223.69558299726	159272.86450581	106833.45019831203	110385.62713250262	142141.74592723156	120156.03755813438	170831.81106601894	147700.73195724085	218256.07408506674	236822.50220143626	185158.51073641842	194993.79807947244	164664.65634769856	154707.55121767687	146262.99204305315	139710.1577195755	166741.61862279347	199765.85908959742	130143.07654819643	141442.0632100782
Q60680	24757.31694198608	21637.75300773502	30742.569750167204	22001.895723852303	24987.941642490186	25981.81408644713	31266.583829297368	28316.273437646883	22665.925894270382	29112.269407306903	32407.511604319592	24760.602121352546	18097.952504269135	19316.651833944128	69334.76487437944	53676.392465959245	49067.81104363391	18680.929236082015	20506.824675526725	24439.333580513834	29306.48131130254	21940.034290036063	19544.626813736966	18358.633434023814	23349.902266423116	19511.778328658424	18041.070658020966	21819.621651199282	21476.646030994383	22689.496444357435
Q60692	300994.1037618507	245362.23637346606	358407.9651054984	179828.8583697524	210959.26343616843	172147.71145164414	319707.4931755588	316423.3326881735	250562.2726147951	136488.0786857018	215461.75828870886	207755.4355116508	276336.6044544594	188807.80726808295	397672.4991936093	236663.06378397418	249713.50731125983	209712.3273426788	257223.88393739838	238791.99223821412	229786.83244120312	242240.37264320176	206905.08479413955	194223.51068820502	273351.08890359814	234765.38146935616	226586.02075509352	224554.58136925285	172992.69759690878	197030.49692318245
Q60710	122238.44673411995	134883.979054811	220355.03450413625	106722.97013411653	177178.89985936275	145185.8965316072	229306.71718315087	156701.4048654354	165276.3104903473	124745.25236604059	184007.02272364788	156207.72410482235	107948.48412606571	100019.1707557992	161534.4870645124	112451.35370960942	191164.6950118879	195927.4423826895	155236.1889956843	169932.12676637014	143592.3129606833	146584.94577213321	132323.22114638356	129693.05246613135	169418.34695697535	177712.3324088335	124242.32683320247	174749.67959236712	128801.76071325486	147708.39511507383
Q60714	76041.7948540288	83570.07217668704	82149.02351008148	42586.70887437875	63328.61458321013	44689.17003364982	99252.66028650288	69928.1090360501	62072.68231114138	45929.080617233514	36590.633740068646	43705.23868971221	84575.9200639602	94467.287382502	60323.78625236961	61607.571402851056	51628.49635546036	55074.577466487266	30268.669862199604	34941.218074702425	38448.63449652668	38580.55261844033	29633.6444321142	35712.96833607741	52200.62558167743	52778.13556747558	45784.27844894976	38044.81181507399	28618.910662737402	48005.862703312
Q60715	18420.027551411546	12117.75318736599	16088.478202584707	13442.236765842415	14555.149142811098	15619.630362777283	8085.849443272835	9886.677330618179	14771.918137371707	12481.160298203544	0.0	8924.378352492753	14575.30176197321	12354.269162767334	16814.875706455947	18481.050456477522	17299.823098258592	14423.036318981536	12301.054519626336	10647.395852909338	12040.663841357862	11712.298938415053	15456.768180652965	15405.34159308156	10955.977062024522	9245.558034452793	10260.540022634343	8430.616254438646	9025.014461386334	15984.651245647552
Q60737	256308.4191812518	309739.05379291717	400075.2106317575	266208.96594505844	281701.5384171483	232756.08282726153	388139.8446158078	389713.0196369562	325778.0810983437	305464.86112880666	327493.6695515091	250524.27396248237	239705.13895173543	250983.5100742926	247459.50049092915	244583.72858123222	281697.8476169238	254278.02560977614	265366.84045978595	302142.27525740274	294258.56139057747	260524.05224406283	219996.39957555407	244075.69456451686	252472.73433819404	249804.17412102132	226653.68872937755	253223.6840137355	243920.87031299787	232260.14080799063
Q60738	120493.87475001138	89623.7107267811	91725.99363216893	143012.83853028176	91578.45769847474	88707.21455556327	53221.59197099112	70943.28075624735	86046.26191296375	83683.4395550815	95479.93703332121	94408.15750438027	103341.2906548227	96561.0649899578	118679.59098131464	99845.04687101983	95698.08382534618	93408.58753805776	99380.73502325176	88968.19520647824	89804.9121106325	78774.63672367805	104012.54781339737	98046.43454828739	84184.02486365823	84194.60939474826	96963.85180736383	121490.5394578853	145623.86004928633	128308.67651358366
Q60739	8670.038515296017	11616.373730118463	12554.855028137496	10176.917147757737	9514.926783324769	10943.328350902386	12971.407850779062	17004.718220661765	9962.541493850245	8121.501736585192	13080.416728361199	10755.528191907584	10411.144412700161	10494.048260919119	13484.316107517903	15826.999298588898	17043.99382901914	16928.974568584847	17437.903310862133	12940.714034272201	16323.36894214311	17216.054570330372	12527.476988067054	12374.800021763907	10667.385904373643	11119.81046767299	10014.721729905174	8603.966254218894	8067.445423126694	11014.843590325941
Q60749	157779.85886492353	139401.8212089757	127787.04265283926	170218.21931667055	123395.6580661713	138287.93008807386	137043.25494596342	138199.49136724713	159480.49312979347	196804.74713288416	161843.3299991544	176170.39470753353	84589.22609404214	85385.18783586739	153027.07897663876	103562.821176237	132718.6097508157	105596.75278332089	104586.81169668717	113793.47925464224	121370.34052493074	121425.1091335788	118792.25776074063	116035.19282083449	103934.87654388139	110478.11806886808	89093.30548884695	129264.95439582173	88427.24044298774	170969.8363631064
Q60759	9871995.545115627	8865555.679083265	8014766.983350399	9663413.686643463	9775652.146699604	12014082.284540098	7866047.583217451	7119194.439828023	7890960.756296606	10495973.35964974	9419596.613926051	10603663.264447771	7233438.481490829	7378717.671487489	6648668.886971097	5748399.692155393	5861810.054731234	4958131.122781305	8262544.240679631	7840481.556321752	7602819.9689472625	7379019.944927223	8040136.871888135	7741977.750239618	8469346.989355043	7321731.11451756	7866563.073249481	10257482.801989185	11341904.958508464	9837263.023091523
